,first_name,last_name,date_of_birth,source,source_link,nationalities,aliases,addresses,sanctions_programs,active,notes,source_id,entity_type
2972,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Научно-Производственное Объединение ""Сплав"" Имени А.Н. Ганичева""'}]",[],"['1, Part 2']",True,,123,Individual
2973,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Публичное Акционерное Общество ""Таганрогский Авиационный Научно-Технический Комплекс Им. Г.М. Бериева""'}]",[],"['1, Part 2']",True,,124,Individual
2974,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Научно-Исследовательский Институт ""Полюс"" Им. М.Ф.Стельмаха""'}]",[],"['1, Part 2']",True,,125,Individual
2975,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Промтех-Дубна""'}]",[],"['1, Part 2']",True,,126,Individual
2976,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Концерн ""Радиотехнические И Информационные Системы""'}]",[],"['1, Part 2']",True,,127,Individual
2977,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Общество С Ограниченной Ответственностью ""Рапарт Сервисез""'}]",[],"['1, Part 2']",True,,128,Individual
2978,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'AO Рособоронэкспорт'}],[],"['1, Part 2']",True,,129,Individual
2979,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Азимут""'}]",[],"['1, Part 2']",True,,130,Individual
2980,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': '«Вертолеты России»'}],[],"['1, Part 2']",True,,131,Individual
2981,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Гражданские Самолеты Сухого""'}]",[],"['1, Part 2']",True,,132,Individual
2982,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Публичное Акционерное Общество ""Одк-Сатурн""'}]",[],"['1, Part 2']",True,,133,Individual
2983,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО « Объединенная Двигателестроительная Корпорация»'}],[],"['1, Part 2']",True,,134,Individual
2984,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Объединенная Приборостроительная Корпорация""'}]",[],"['1, Part 2']",True,,135,Individual
2985,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Кронштадт'}],[],"['1, Part 2']",True,,136,Individual
2986,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Специальный Технологический Центр OOO'}],[],"['1, Part 2']",True,,137,Individual
2987,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'РСБ Групп'}],[],"['1, Part 2']",True,,138,Individual
2988,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Радиоавионика ОАО'}],[],"['1, Part 2']",True,,139,Individual
2989,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Ижмаш беспилотные системы; Ижевские беспилотные системы;  ООО ""НПО ""ИжБС""'}]",[],"['1, Part 2']",True,,140,Individual
2990,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'НПП ""Исток""; Научно-производственное предприятие «Исток»'}]",[],"['1, Part 2']",True,,141,Individual
2991,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'ПАО «Курганмашзавод»'}],[],"['1, Part 2']",True,,142,Individual
2992,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО «Научно-производственное объединение «Квант»'}],[],"['1, Part 2']",True,,143,Individual
2993,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО Центральный научно-исследовательский институт автоматики и гидравлики'}],[],"['1, Part 2']",True,,144,Individual
2994,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО Научно-производственная корпорация КБ машиностроения'}],[],"['1, Part 2']",True,,145,Individual
2995,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Конструкторское бюро специального машиностроения or АО «КБСМ»'}],[],"['1, Part 2']",True,,146,Individual
2996,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Газпром нефтехим Салават'}],[],"['1, Part 2']",True,,147,Individual
2997,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО «Федеральный научно-производственный центр «Титан-Баррикады»'}],[],"['1, Part 2']",True,,148,Individual
2998,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО «Авангард»'}],[],"['1, Part 2']",True,,149,Individual
2999,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Московский Физико-Технический институт or МФТИ'}],[],"['1, Part 2']",True,,150,Individual
3000,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Интеграла СПБ'}],[],"['1, Part 2']",True,,151,Individual
3001,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Группа компаний ФОРСС; ООО ФТ; Форсс Марин; ООО Смарт Марин; ООО Форсс Технологии'}],[],"['1, Part 2']",True,,152,Individual
3002,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'AO Байкал Электроникс; Байкал Электроникс'}],[],"['1, Part 2']",True,,153,Individual
3003,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Чебоксарский завод электрооборудования'}],[],"['1, Part 2']",True,,154,Individual
3004,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Центральный научно-исследовательский институт ""Циклон""'}]",[],"['1, Part 2']",True,,155,Individual
3005,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Крокус Нано Электроникс'}],[],"['1, Part 2']",True,,156,Individual
3006,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО Центр Судоремонта «Дальзавод»'}],[],"['1, Part 2']",True,,157,Individual
3007,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Кранарк ООО'}],[],"['1, Part 2']",True,,158,Individual
3008,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'ЗВЕЗДА'}],[],"['1, Part 2']",True,,159,Individual
3009,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'ООО Машприборинторг-Волна and МПИ-Волна'}],[],"['1, Part 2']",True,,160,Individual
3010,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО ГосНИИхиманалит and Государственный научно-исследовательский химико-аналитический институт'}],[],"['1, Part 2']",True,,161,Individual
3011,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО Российский научно-исследовательский институт (РНИИ) Электронстандарт'}],[],"['1, Part 2']",True,,162,Individual
3012,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'АО Московский центр SPARC-технологий'}, {'name': 'МЦСТ OAO or MЦCT имени С.А. Лебедева'}]",[],"['1, Part 2']",True,,163,Individual
3013,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'AO Ордена Ленина Научно-исследовательский и конструкторский институт энерготехники имени Н.А. Доллежаля or AO НИКИЭТ'}],[],"['1, Part 2']",True,,164,Individual
3014,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'АО КБ Вымпел or Судостроительный завод Вымпел'}],[],"['1, Part 2']",True,,165,Individual
3015,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Пелла-Маш ОOO'}],[],"['1, Part 2']",True,,166,Individual
3016,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'AО Миасский Машиностроительный Завод'}],[],"['1, Part 2']",True,,167,Individual
3017,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'AO Светловское Предприятие ""Эра""'}]",[],"['1, Part 2']",True,,168,Individual
3018,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'ОАО Зеленодольский завод им. А.М. Горького'}],[],"['1, Part 2']",True,,169,Individual
3019,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'ООО ""Военно-промышленная компания""'}]",[],"['1, Part 2']",True,,170,Individual
3020,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Росгвардия; Федеральная служба войск национальной гвардии Российской Федерации'}],[],"['1, Part 2']",True,,171,Individual
3021,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'АО ""ОДК-Климов""'}]",[],"['1, Part 2']",True,,172,Individual
3022,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'КАМАЗ'}],[],"['1, Part 2']",True,,173,Individual
3023,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Управляющая Компания Российского Фонда Прямых Инвестиций""'}]",[],"['1, Part 2']",True,,174,Individual
3024,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Российская Венчурная Компания'}],[],"['1, Part 2']",True,,175,Individual
3025,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Российский Сельскохозяйственный Банк"" - Россельхозбанк'}]",[],"['1, Part 2']",True,,176,Individual
3026,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Акционерное Общество Инвестторгбанк'}],[],"['1, Part 2']",True,,177,Individual
3027,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Открытого акционерного общества'}],[],"['1, Part 2']",True,,178,Individual
3028,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Россия-1'}],[],"['1, Part 2']",True,,179,Individual
3029,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Телекомпания НТВ""'}]",[],"['1, Part 2']",True,,180,Individual
3030,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Федеральное агентство по делам Содружества Независимых Государств'}, {'name': 'соотечественников'}, {'name': 'проживающих за рубежом'}, {'name': 'и по международному гуманитарному сотрудничеству or Россотрудничество'}]",[],"['1, Part 2']",True,,181,Individual
3031,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'ТАСС'}],[],"['1, Part 2']",True,,182,Individual
3032,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Всероссийская государственная телевизионная и радиовещательная компания'}],[],"['1, Part 2']",True,,183,Individual
3033,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'ОАО Газпром-Медиа'}],[],"['1, Part 2']",True,,184,Individual
3034,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Национа́льная Ме́диа Гру́ппа'}],[],"['1, Part 2']",True,,185,Individual
3035,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Россия-24'}],[],"['1, Part 2']",True,,186,Individual
3036,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'СМОТРИМ'}],[],"['1, Part 2']",True,,187,Individual
3037,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Вести.Ru'}],[],"['1, Part 2']",True,,188,Individual
3038,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Rossiya Segodnya'}],[],"['1, Part 2']",True,,189,Individual
3039,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Спутник'}],[],"['1, Part 2']",True,,190,Individual
3040,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Акционерное общество'}],[],"['1, Part 2']",True,,191,Individual
3041,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество """"Радиозавод""""'}]",[],"['1, Part 2']",True,,192,Individual
3042,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Акционерное Общество Завод «Разряд»'}],[],"['1, Part 2']",True,,193,Individual
3043,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Научно-производственное объединение ”Марс” and \'Федеральный научно-производственный центр Акционерное общество ""Научно-производственное объединение ""Марс""'}]",[],"['1, Part 2']",True,,194,Individual
3044,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Рязанский радиозавод'}],[],"['1, Part 2']",True,,195,Individual
3045,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество """"Научно-производственный центр """"Вигстар""""'}]",[],"['1, Part 2']",True,,196,Individual
3046,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Акционерное общество «Научно-производственное предприятие «Радиосвязь»'}],[],"['1, Part 2']",True,,197,Individual
3047,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Акционерное общество «Научно-исследовательский институт «Феррит-Домен»”'}],[],"['1, Part 2']",True,,198,Individual
3048,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное общество ""Научно-Исследовательский Институт Систем Связи И Управления""'}]",[],"['1, Part 2']",True,,199,Individual
3049,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВОЛНА""'}]",[],"['1, Part 2']",True,,200,Individual
3050,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Новосибирский Завод Полупроводниковых Приборов Восток""'}]",[],"['1, Part 2']",True,,201,Individual
3051,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Акционерное Общество «Научно-исследовательский центр электронной вычислительной техники»'}],[],"['1, Part 2']",True,,202,Individual
3052,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество """"Электросигнал""""'}]",[],"['1, Part 2']",True,,203,Individual
3053,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'ОАО ""НПП Салют"" or Научно-производственное предприятие «Салют»'}]",[],"['1, Part 2']",True,,204,Individual
3054,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'АО ""ГосМКБ ""Вымпел"" им. И.И. Торопова""'}]",[],"['1, Part 2']",True,,205,Individual
3055,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Верхнеуфалейский Завод Уралэлемент""'}]",[],"['1, Part 2']",True,,206,Individual
3056,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Завод ""Дагдизель""'}, {'name': 'АО'}]",[],"['1, Part 2']",True,,207,Individual
3057,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Производственное Объединение ""Стрела""”'}]",[],"['1, Part 2']",True,,208,Individual
3058,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'AO Завод имени А.А. Кулакова'}],[],"['1, Part 2']",True,,209,Individual
3059,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Акционерное общество «Равенство»'}],[],"['1, Part 2']",True,,210,Individual
3060,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Равенство-Сервис""'}]",[],"['1, Part 2']",True,,211,Individual
3061,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Акционерное Общество ""Саратовский Радиоприборный Завод""'}]",[],"['1, Part 2']",True,,212,Individual
3062,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Северный пресс'}],[],"['1, Part 2']",True,,213,Individual
3063,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'НИЦ АСК'}, {'name': 'АО «Научно-исследовательский центр автоматизированных систем конструирования»'}]",[],"['1, Part 2']",True,,214,Individual
3064,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'КБ Машиностроения or Акционерное общество «Конструкторское бюро машиностроения»'}],[],"['1, Part 2']",True,,215,Individual
3065,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],"[{'name': 'Общество С Ограниченной Ответственностью ""НПО Электромеханика""'}]",[],"['1, Part 2']",True,,216,Individual
3066,,,,Consolidated Canadian Autonomous Sanctions List,https://www.international.gc.ca/world-monde/international_relations-relations_internationales/sanctions/consolidated-consolide.aspx?lang=eng,['Russia / Russie'],[{'name': 'Акционерное общество «Научно-производственное объединение «Молния»'}],[],"['1, Part 2']",True,,217,Individual
